,HR_TD_Mean,HR_TD_Median,HR_TD_std,HR_TD_Min,HR_TD_Max,HR_TD_AUC,HR_TD_Kurtosis,HR_TD_Skew,HR_TD_Slope_min,HR_TD_Slope_max,HR_TD_Slope_mean,HR_TD_Slope,TEMP_TD_Mean,TEMP_TD_Median,TEMP_TD_std,TEMP_TD_Min,TEMP_TD_Max,TEMP_TD_AUC,TEMP_TD_Kurtosis,TEMP_TD_Skew,TEMP_TD_Slope_min,TEMP_TD_Slope_max,TEMP_TD_Slope_mean,TEMP_TD_Slope,EDA_TD_P_Mean,EDA_TD_P_Median,EDA_TD_P_std,EDA_TD_P_Min,EDA_TD_P_Max,EDA_TD_P_AUC,EDA_TD_P_Kurtosis,EDA_TD_P_Skew,EDA_TD_P_Slope_min,EDA_TD_P_Slope_max,EDA_TD_P_Slope_mean,EDA_TD_P_Slope,EDA_TD_T_Mean,EDA_TD_T_Median,EDA_TD_T_std,EDA_TD_T_Min,EDA_TD_T_Max,EDA_TD_T_AUC,EDA_TD_T_Kurtosis,EDA_TD_T_Skew,EDA_TD_T_Slope_min,EDA_TD_T_Slope_max,EDA_TD_T_Slope_mean,EDA_TD_T_Slope,EDA_TD_P_Peaks,EDA_TD_P_RT,EDA_TD_P_ReT,Round,Phase,Individual,Puzzler,Frustrated,Cohort,upset,hostile,alert,ashamed,inspired,nervous,attentive,afraid,active,determined
0,78.6638775510204,76.7,7.480042702966167,67.25,92.48,23048.449999999997,-1.0914478709535687,0.36995535228249016,-0.7300000000000004,0.9775000000000027,0.04459039548022602,0.046701030927835015,31.090000000000003,31.11,0.16389482090492144,30.59,31.31,36593.14,1.3495698380567989,-1.3529154523787181,-0.0022857142857143045,0.0003773584905660297,-0.0005886792452830197,-0.0004545454545454555,0.00017208208604899854,6.003708822848889e-06,0.0009266362134205581,-0.006184606330972968,0.007374893057675133,0.2027116559262709,28.467715654035754,1.0916956120265582,-0.00020012780930966153,0.0001980528408000436,-4.2950095087935095e-06,4.360220392958131e-06,0.18128607326199853,0.1826954980147293,0.0037437677981892997,0.16944046673077914,0.18681587801606275,213.37411432995532,1.3459970313005023,-1.3794341975489661,-0.0001437773759672458,0.00013765291355028679,1.0198300293236654e-05,1.0360399390215387e-05,11,2.522727272727273,2.075,round_3,phase3,1,1,2.0,D1_4,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0
1,76.54073248407643,76.61,2.5847564518590596,69.82,82.33,23959.92,-0.24533813039841013,0.33873223810815917,-0.36000000000000415,0.19000000000000128,-0.028095238095238274,-0.024147909967845677,30.93729299363057,30.93,0.08376592399409681,30.81,31.17,38826.240000000005,0.1778715735074754,0.8988943459994073,-0.001061946902654876,0.0007142857142857308,0.00023230088495575043,0.00024115755627009418,0.0004891589334837834,3.4752838515013794e-05,0.0011382684765193444,0.0,0.008461652057868516,0.6143821217021455,18.455509103083877,3.948750668931574,-0.0002729658280171297,0.00045146367545052953,1.1002012567820814e-06,-2.6175845491979456e-06,0.16990923119390447,0.16961658898451354,0.0029762353786873526,0.16450423569711484,0.17927349250708516,213.23537977327337,0.8870104309215443,0.8540668773747919,-0.00014631861926878644,0.00016494458233439542,8.914870448878803e-06,7.714503250836627e-06,15,2.2142857142857144,2.1923076923076925,round_3,phase2,1,1,3.0,D1_4,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0
2,78.17356321839081,77.92,2.681255149686212,72.22,82.8,20324.605,-0.6159223292474465,-0.2330469137323161,-0.629999999999999,0.3575000000000017,-0.02420192307692315,-0.02600775193798447,30.73534101825168,30.75,0.07803786025508982,30.59,30.89,31964.72,-0.9565032476617481,-0.14304139624932521,-0.000961538461538441,0.0007766990291262315,-8.484773047879277e-05,-0.0001554907677356624,0.00015477593084605706,2.1106748867476566e-06,0.0004435372401498918,0.0,0.00554965132730165,0.161121736328725,36.76844232467813,5.151764078407224,-4.450874853041592e-05,5.356838638861506e-05,-1.3555498079414842e-06,-1.08481535640123e-06,0.16679800985205498,0.1667062556007896,0.0022663111135131507,0.16203605528883927,0.17262405817754703,173.465157478869,0.2058167032067617,0.4805806016311066,-0.00011225865252258006,0.0001317309482394835,1.5470209216339747e-06,1.7999139105958474e-06,10,1.9722222222222223,2.111111111111111,round_3,phase1,1,1,2.0,D1_4,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0
3,83.0736877076412,83.88,7.36359808034191,69.42,96.12,24924.300000000003,-0.8666102140944028,-0.04602053215599231,-0.46499999999999986,0.6500000000000021,0.021375000000000335,0.021476510067114065,30.50502487562189,30.29,0.36608929057717005,30.11,31.15,36758.35,-1.513909593894107,0.5039214451697388,-0.0005555555555555766,0.0029629629629629654,0.0006666666666666656,0.0007035175879396984,0.0006730348747333915,1.8012490528553828e-05,0.001829385980365467,0.0,0.012784002846853621,0.8112705353837076,19.04523541653415,4.165663555416956,-0.0002708138974233089,0.00030879021081426516,2.104136443420329e-06,-5.062887618248505e-08,0.1592924501998934,0.15803357568631188,0.004788829064632961,0.1483684991600186,0.17549564532409956,191.94338974814957,2.488338865370407,1.246665275236338,-0.0004546833931770146,0.0004810160214393773,-1.0426869264971308e-06,-1.3551507952084615e-07,12,1.8863636363636365,1.8055555555555556,round_2,phase3,1,1,2.0,D1_4,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0
4,72.28125,72.91,3.19376169948596,64.95,79.98,23052.1,0.20040059053481052,-0.5609480447004516,-0.3724999999999987,0.3374999999999986,-0.013554687500000107,-0.012870662460567818,30.332578124999998,30.35,0.1101193189933489,30.11,30.53,38795.380000000005,-1.4562550653229343,-0.1719291500423265,-0.0009615384615384753,0.00019230769230768821,-0.00031418581418581683,-0.0002996845425867528,0.0011640512470324823,7.370693647397236e-05,0.002936108832268535,-0.0019922329517932215,0.022953973959749047,1.4840853747825546,20.998110640263242,4.209073599891137,-0.0006457871865378919,0.0006389853688410281,5.191330461804033e-06,1.3443671362168224e-05,0.15038724953421717,0.14789470729349719,0.0064733136610969026,0.14300337371211527,0.1681063740751912,192.3411804289629,1.1965084333559401,1.5920987075270134,-0.00041959013740367385,0.0003341742523084785,1.3641979519756318e-05,1.2671979461311132e-05,20,1.8125,1.9264705882352942,round_2,phase2,1,1,2.0,D1_4,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0
5,85.3772607260726,82.82,12.030816285056346,73.75,132.63,25763.44,4.002252096151411,2.0699310407033904,-1.5474999999999994,0.30666666666666725,-0.16474043715846987,-0.17329999999999998,29.89203305785124,29.81,0.29065198475654075,29.59,30.81,36139.119999999995,2.538991681563103,1.8049218262963034,-0.0020370370370370594,0.004999999999999992,0.0009351851851851833,0.000918196994991651,8.531925521465052e-05,1.1747248924975667e-06,0.0002556241794184673,-0.000849988525867162,0.001729867229915537,0.1032362766637455,13.106717817439918,2.9353007706509873,-7.117938420198944e-05,9.128583081969633e-05,6.184922291015302e-07,5.169232132857671e-07,0.1376676154555291,0.13737675221557705,0.0015442142848578625,0.1351884437803592,0.1433580199104288,166.43708731813672,1.5923090293571631,1.0955961398906926,-5.815874467473189e-05,6.236960588817027e-05,4.404718383394754e-06,4.373949912772619e-06,13,2.8125,2.15,round_2,phase1,1,1,2.0,D1_4,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0
6,65.36766233766232,65.3,2.504111223401079,60.73,72.2,20064.305,-0.8929138405511012,0.08656689198998838,-0.5625,0.26500000000000057,-0.02115591397849478,-0.020459016393442605,31.42949716139497,31.41,0.09382254007447638,31.29,31.69,38721.06,0.31414915253157893,1.017105375238432,-0.0007272727272727117,0.000727272727272744,0.00027207207207207275,0.0002948402948402973,0.025028675356520518,0.004484162665157486,0.0426436207449503,-0.003428262527503431,0.2651129822980992,30.860258462545026,6.215212045227927,2.38827354132143,-0.004728689213414022,0.006630568052349473,-6.805719754118342e-05,-2.148226975736273e-06,0.5273158599232838,0.5610444059507744,0.2960465238334654,0.18838667542979692,1.0089475029928836,649.7863544204514,-1.596229102700858,0.08560587175540962,-0.005070330371445133,0.0076372201382268684,0.0003099553982921225,0.00033342113711537963,20,2.1875,2.088235294117647,round_4,phase3,1,1,0.0,D1_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,76.5427619047619,75.58,5.519410593804626,66.88,85.7,24034.395,-1.163382463768065,0.04384572673371097,-0.677500000000002,0.46499999999999986,0.04853174603174616,0.04894230769230768,31.065492063492066,31.05,0.05856637084531705,30.95,31.23,39111.41,-0.13377060368474591,0.4548693237246827,-0.0007079646017699279,0.0008849557522124019,0.0001061946902654876,0.0001201923076923094,0.0012079967221453427,0.00013495653979251436,0.003205237958630845,0.0,0.03395966969203222,1.5219294674918626,51.18807971798887,6.416646244725824,-0.0004818042514280158,0.00030755343279484116,8.91293747288065e-07,-1.9988585041807914e-06,0.1876170667699175,0.18783926087255803,0.002814342595553598,0.17610968713643985,0.19856255484410518,236.21205827278257,5.728806196351071,-0.12022116975688805,-0.00041834909358707785,0.0005742931715184604,-3.397345950657869e-06,-3.2465760462749567e-06,15,1.9285714285714286,1.9107142857142858,round_4,phase2,1,1,0.0,D1_4,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0
8,70.69578431372548,71.375,3.5740205865840933,64.38,77.85,21558.85,-0.8576705092793313,-0.05761721904543979,-0.2925000000000004,0.23000000000000043,-0.00563114754098375,-0.011650165016501655,31.057534807534807,31.09,0.11614391782654068,30.85,31.21,37890.37,-1.5592307203046218,-0.24781922126443492,-0.0018348623853210943,0.0011009174311926698,-5.004170141784418e-07,1.6542597187758126e-05,0.00016466434204677767,1.1786322007714562e-06,0.00039182561269292113,-5.006150238417409e-05,0.003284934809327456,0.2010485850388704,19.812649184653647,3.8901345362077397,-6.978362650465212e-05,7.056725771938444e-05,8.693596127619806e-07,-2.190100632845009e-06,0.18995336923698644,0.18857528006072727,0.0029837663490311227,0.18606353623399713,0.19655660726161006,231.74391017006673,-0.9321002676462378,0.6097168440178692,-0.0001102240135734246,8.066355512607408e-05,-5.008568687302147e-06,-4.689363697904649e-06,13,2.4615384615384617,2.0208333333333335,round_4,phase1,1,1,1.0,D1_4,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
9,77.87957654723127,78.75,5.713567800389197,65.73,85.98,23835.07,-0.5745972521061771,-0.6188537578839735,-0.427500000000002,0.33750000000000213,-0.021229508196721283,-0.02138157894736842,29.900497147514265,30.11,0.3536405820727553,29.19,30.25,36658.130000000005,-0.877656785509048,-0.7964828961376669,-0.002935779816513764,0.001467889908256882,-0.0005753961634695571,-0.0006255144032921795,6.789401202551621e-05,1.1742706704257263e-07,0.00036352307832959816,-0.0023624722856591973,0.0027935153697088142,0.08330367708147304,22.848905450777902,1.0540666950762005,-0.00011851206816892545,0.00013153614071435894,-2.9295198602104124e-07,1.5319309449491327e-06,0.12882455423573327,0.12854639190020248,0.0013200703071578395,0.12592563816228455,0.1327292533130126,157.93784610335047,0.009882523008891475,0.4878251989352596,-0.00015046326041874404,0.000110715957303325,-5.771558844130855e-07,9.812145834108382e-07,10,2.5833333333333335,2.75,round_1,phase3,1,1,2.0,D1_4,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0
